IMDB,Title,Year,Date,fulldate,month,justmonth,original,Type,status,season_number,Released,popular,popularity,imdbRating,imdbVotes,Rated,genretext,Genre,Runtime,number_of_episodes,Language,Country,budget,boxoffice,Plot,overview,stars,Actors,cast1,cast2,cast3,char1,char2,char3,directed_created,producedby,Director,created_by,production_companies,homepage,tmdb,poster_path,backdrop_path,poster,backdrop,netflix,IDs
tt21261420,Chad & JT Go Deep,2022,8/23/2022,"August 23, 2022",August 2022,August,,series,,,8/23/2022,,,N/A,N/A,Not Rated,Comedy,Comedy,N/A,,English,United States,Not available,Not Available,Two activists take the streets of Southern California to spread awareness on important issues.,,Chad Kroeger and J.T. Parr,"Chad Kroeger, J.T. Parr",,,,,,,.,,,,,#,,,,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/search?q=Chad & JT Go Deep,1880
tt15875168,Mo,2022,8/24/2022,"August 24, 2022",August 2022,August,Netflix Original,series,In Production,1,8/24/2022,,2.334,N/A,N/A,Not Rated,Comedy,Comedy,N/A,8,English,United States,Not available,Not Available,"Mo Najjar who straddles the line between two cultures, three languages and 'a ton of bullshit.' The fictional Mo is a Palestinian refugee living one step away from asylum on the path to U.S. citizenship.","Mo Najjar straddles the line between two cultures, three languages and a ton of bullshit as a Palestinian refugee constantly living one step away from asylum on the path to U.S. citizenship. His family — including his resilient and spiritual mother, sister and older brother — flee to Houston, Texas. Laughing the pain away, Mo learns to adapt to his new world though getting ahead in life comes with several setbacks.","Teresa Ruiz, Mohammed Amer and Omar Elba","Teresa Ruiz, Mohammed Amer, Omar Elba",Mo Amer,Teresa Ruiz,Farah Bsieso,Mo Najjar,Maria,Yusra Najjar," created by Mo Amer, Ramy Youssef.","Mo was produced by A24 and was initially released on [datecalc date=""8/24/2022"" display=""mmmm d, yyyy""].",,"Mo Amer, Ramy Youssef",A24,https://www.netflix.com/title/81134264/,201124,null,null,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/title/81134264/,1882
tt15018238,Queer Eye: Brazil,2022,8/24/2022,"August 24, 2022",August 2022,August,Netflix Original,series,In Production,1,8/24/2022,,1.903,N/A,N/A,TV-14,Reality-TV,Reality-TV,N/A,3,Portuguese,Brazil,Not available,Not Available,No plot has been announced.,"Brazil’s Fab Five use their knowledge of well-being, style, grooming, design and culture to transform everyday heroes’ lives in this uplifting series.",,,,,,,,,.,"Queer Eye: Brazil was produced by Floresta Productions and was initially released on [datecalc date=""8/24/2022"" display=""mmmm d, yyyy""].",,,Floresta Productions,https://www.netflix.com/title/81092921,156658,null,null,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/title/81092921,1883
tt0069697,"Watch Out, We're Mad",1974,8/24/2022,"August 24, 2022",August 2022,August,,movie,Released,,5/1/1976,,11.66,7.3,"12,396",G,Action,"Action, Comedy",102,,Italian,"Italy, Spain",Not available,Not Available,"After a tied first place in a local stunt race, two drivers start a contest to decide which of them will own the prize, a dune buggy. But when a mobster destroys the car, they are determined to get it back.","After a tied 1st place in a local stunt race, two drivers start a contest to decide who of them will own the prize, a dune buggy. But when a mobster destroys the car, they are determined to get it back.","Terence Hill, Bud Spencer and Patty Shepard","Terence Hill, Bud Spencer, Patty Shepard",Terence Hill,Bud Spencer,Patty Shepard,Kid,Ben,Liza, directed by Marcello Fondato.,"Watch Out, We're Mad was produced by Rizzoli Film, Filmayer, and Capital Films and was initially released on [datecalc date=""5/1/1976"" display=""mmmm d, yyyy""].",Marcello Fondato,,"Rizzoli Film, Filmayer, Capital Films",#,6916,/nsnVnZDqlpe6CHENnapq19RGRzC.jpg,/rH5st8lYd2Jfhk3ixN4mluYDFH7.jpg,tt0069697-poster.jpg,tt0069697-fanart.jpg,"https://www.netflix.com/search?q=Watch Out, We're Mad",1886
tt11744280,Onder Vuur,2021,8/24/2022,"August 24, 2022",August 2022,August,,series,Returning Series,2,9/12/2021,,3.829,6.8,242,Not Rated,Drama,Drama,N/A,10,Dutch,Belgium,Not available,Not Available,A tight-knit and headstrong group of firefighters gets shook up by an abrupt change of leadership. After a fatal error during an intervention they come under scrutiny and have to fight for the survival of their beloved fire statio...,,"Louis Talpe, Lien De Graeve and Lynn Van Royen","Louis Talpe, Lien De Graeve, Lynn Van Royen",Louis Talpe,Sam Louwyck,Lien De Graeve,Orlando Foncke,Patrick Sinnaeve,Dominique Meersman,.,"Onder Vuur was produced by Fobic Films, and Geronimo and was initially released on [datecalc date=""9/12/2021"" display=""mmmm d, yyyy""].",,,"Fobic Films, Geronimo",https://www.vrt.be/vrtnu/a-z/onder-vuur/,122169,null,/e2ftIL4h7WUTeX7cxKUkIn4lqUz.jpg,poster-coming-soon.jpg,tt11744280-fanart.jpg,https://www.netflix.com/search?q=Onder Vuur,1885
tt13271734,Lost Ollie,2022,8/24/2022,"August 24, 2022",August 2022,August,Netflix Original,series,In Production,1,8/24/2022,,2.341,N/A,N/A,Not Rated,Animation,"Animation, Adventure, Drama",N/A,1,English,United States,Not available,Not Available,"A lost toy, searching across the countryside for the boy who lost him, and the story of the boy who lost more than a best friend.","A lost toy, searching across the countryside for the boy who lost him, and the story of the boy who lost more than a best friend.","Jonathan Groff, Jake Johnson and Gina Rodriguez","Jonathan Groff, Jake Johnson, Gina Rodriguez",Jonathan Groff,Mary J. Blige,Tim Blake Nelson,Ollie (voice),Rosy (voice),Zozo (voice), created by Shannon Tindle.,"Lost Ollie was produced by 21 Laps Entertainment and was initially released on [datecalc date=""8/24/2022"" display=""mmmm d, yyyy""].",,Shannon Tindle,21 Laps Entertainment,https://www.netflix.com/title/80115119,156935,null,/r5dfpUcMmSoNCLBIpZqasg4KsmU.jpg,poster-coming-soon.jpg,tt13271734-fanart.jpg,https://www.netflix.com/title/80115119,1881
tt15907000,Selling the OC,2022,8/24/2022,"August 24, 2022",August 2022,August,Netflix Original,series,Returning Series,1,8/24/2022,,1.744,N/A,N/A,Not Rated,Reality-TV,Reality-TV,N/A,1,English,United States,Not available,Not Available,"Jason Oppenheim, owner of the Oppenheim Group, expands the company opening a second office in Newport Beach.","A fresh set of realtors square off, competing to establish themselves at The Oppenheim Group’s second office on the Orange County coast. Will the pressure prove too much for these agents to handle?,","Jason Oppenheim, Alexandra Hall and Brandi Marshall","Jason Oppenheim, Alexandra Hall, Brandi Marshall",,,,,,,.,,,,,https://www.netflix.com/title/81447330,139566,null,/y01cs4clKRlsoNNLdSI3WVfFydV.jpg,poster-coming-soon.jpg,tt15907000-fanart.jpg,https://www.netflix.com/title/81447330,1884
tt8736336,That's Amore,2020,8/25/2022,"August 25, 2022",August 2022,August,,movie,,,2/13/2020,,,6.7,183,Not Rated,Comedy,"Comedy, Drama, Romance",100,,English,United States,Not available,Not Available,"Lucia Lombardi, a single middle aged nurse, finds herself in a difficult situation when she makes a deal with her ailing mother Rosa that involves her unwitting dentist friend Rocco and his best friend Gino.",,"Tammy Pescatelli, Dave Petti and Joe Puglisi","Tammy Pescatelli, Dave Petti, Joe Puglisi",,,,,,, directed by Dan Helbling.,,Dan Helbling,,,#,,,,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/search?q=That's Amore,1890
tt11958648,History 101,2020,8/25/2022,"August 25, 2022",August 2022,August,Netflix Original,series,Ended,1,5/22/2020,,6.758,6.8,"4,092",TV-PG,Documentary,"Documentary, History",22,10,English,United Kingdom,Not available,Not Available,It is a new type of history show for a new type of audience: Big History delivered in an unadulterated hit of premium archive and jaw-dropping infographics.,"Infographics and archival footage deliver bite-size history lessons on scientific breakthroughs, social movements and world-changing discoveries.",Frankie Corzo and Natalie Silverman,"Frankie Corzo, Natalie Silverman",Natalie Silverman,,,Narrator (voice),,,.,"History 101 was produced by ITV and was initially released on [datecalc date=""5/22/2020"" display=""mmmm d, yyyy""].",,,ITV,https://www.netflix.com/title/81116168,102905,/3wY1EwinwrtpNZCwFmpDHZ5ISaK.jpg,/26n5jkv3FGfAjgzFp82GdL4LSEF.jpg,tt11958648-poster.jpg,tt11958648-fanart.jpg,https://www.netflix.com/title/81116168,1888
tt12027896,Angry Birds: Summer Madness,2022,8/25/2022,"August 25, 2022",August 2022,August,Netflix Original,series,Returning Series,3,1/28/2022,,15.663,5.8,622,TV-Y7,Animation,"Animation, Short, Action",N/A,33,"English, Hindi","United States, United Kingdom, Finland, Canada",Not available,Not Available,"Sparks and feathers fly when a teenage Red, Chuck, Bomb and Stella spend a wild summer together with other Angry Birds at Camp Splinterwood.","Teen birds Red, Chuck, Bomb and Stella are crashing through Camp Splinterwood with their fellow feathered campers for a summer of high-flying hijinks!,","Ty Olsson, Gigi Saul Guerrero and Deven Christian Mack","Ty Olsson, Gigi Saul Guerrero, Deven Christian Mack",Adam Kirschner,Ana Sani,Deven Mack,(voice),(voice),(voice)," created by Scott Sonneborn, Rob Doherty.","Angry Birds: Summer Madness was produced by Kickstart, Rovio Entertainment, Yowza! Animation, and Cake Entertainment and was initially released on [datecalc date=""1/28/2022"" display=""mmmm d, yyyy""].",,"Scott Sonneborn, Rob Doherty","Kickstart, Rovio Entertainment, Yowza! Animation, Cake Entertainment",https://www.netflix.com/title/81161575,154647,null,/gBy4Wv2rwXatdjLUcQw8WQLg1sO.jpg,poster-coming-soon.jpg,tt12027896-fanart.jpg,https://www.netflix.com/title/81161575,1887
tt14272704,Rilakkuma's Theme Park Adventure,2022,8/25/2022,"August 25, 2022",August 2022,August,Netflix Original,series,In Production,1,8/25/2022,,3.674,N/A,N/A,TV-PG,Animation,"Animation, Adventure, Comedy",N/A,8,Japanese,Japan,Not available,Not Available,"The series depicts an active day of incidents and meetings that take place when Rilakkuma, Korilakkuma, Kiiroitori, and Kaoru go play in an amusement park that is about to close.","Rilakkuma, Korilakkuma, Kiiroitori, and Kaoru are off on an adventure to the theme park, but with closing time imminent it leads to a series of fun mishaps and incidents as the group squeeze a day of fun into tiny amount of time.",Mikako Tabe and Lana Condor,"Mikako Tabe, Lana Condor",Mikako Tabe,,,Kaoru (voice),,,.,"Rilakkuma's Theme Park Adventure was produced by TYO Animations, Dwarf Studios, and San-X and was initially released on [datecalc date=""8/25/2022"" display=""mmmm d, yyyy""].",,,"TYO Animations, Dwarf Studios, San-X",https://www.netflix.com/title/81341765,138273,/dWE6WlgJpfx2qdmFJhsL1yH79ne.jpg,/9wW1Lj2kAXIygVvZsqDB6kKeSmA.jpg,tt14272704-poster.jpg,tt14272704-fanart.jpg,https://www.netflix.com/title/81341765,1889
tt13611770,Seoul Vibe,2022,8/26/2022,"August 26, 2022",August 2022,August,Netflix Original,movie,In Production,,8/26/2022,,4.91,N/A,N/A,Not Rated,Action,"Action, Comedy, Crime",138,,Korean,South Korea,Not available,Not Available,The drivers of the Sanggye-dong Supreme Team become mired in the slush fund investigation of a powerful person on the very day of the 1988 Seoul Olympics opening ceremony.,"Chasing speed, dreams and money, a team of drivers get involved in the slush fund investigation of a powerful figure during the 1988 Seoul Olympics.","Yoo Ah-in, Go Kyung-Pyo and Moon So-ri","Yoo Ah-in, Go Kyung-Pyo, Moon So-ri",Yoo Ah-in,Go Kyung-pyo,Lee Kyoo-hyung,Dong-wook,Woo-sam,Bok-nam, directed by Hyun-Sung Moon.,"Seoul Vibe was produced by ANDMARQ Studio and was initially released on [datecalc date=""8/26/2022"" display=""mmmm d, yyyy""].",Hyun-Sung Moon,,ANDMARQ Studio,https://www.netflix.com/title/81437344,773867,/lX8xgyPuVpnQl6bp7CUjt0UgNId.jpg,/hpAyOomyYyQahC2pTNcYpKX52mo.jpg,tt13611770-poster.jpg,tt13611770-fanart.jpg,https://www.netflix.com/title/81437344,1895
tt14309446,Me Time,2022,8/26/2022,"August 26, 2022",August 2022,August,Netflix Original,movie,Post Production,,8/26/2022,,14.552,N/A,N/A,R,Comedy,Comedy,N/A,,English,United States,Not available,Not Available,Follows a Dad who finds time for himself for the first time in years while his wife and kids are away. He reconnects with a friend for a wild weekend.,"With his family away, a devoted stay-at-home dad enjoys his first me time in years by joining his hard-partying old friend on a wild birthday adventure.","Kevin Hart, Mark Wahlberg and Regina Hall","Kevin Hart, Mark Wahlberg, Regina Hall",Kevin Hart,Mark Wahlberg,Regina Hall,Sonny,Huck,, directed by John Hamburg.,"Me Time was produced by HartBeat Productions, and Particular Pictures and was initially released on [datecalc date=""8/26/2022"" display=""mmmm d, yyyy""].",John Hamburg,,"HartBeat Productions, Particular Pictures",https://www.netflix.com/title/81161828,862551,/bkjPoisqAavXUvtoirxTEcLLQyI.jpg,/dn6NViwD4kT59MM9y0ypbIkZmyQ.jpg,tt14309446-poster.jpg,tt14309446-fanart.jpg,https://www.netflix.com/title/81161828,1894
tt14592948,Loving Adults,2022,8/26/2022,"August 26, 2022",August 2022,August,,movie,In Production,,8/26/2022,,1.896,N/A,N/A,Not Rated,Thriller,Thriller,N/A,,Danish,Denmark,Not available,Not Available,Follows a couple who appear to be living the perfect life after their son is declared healthy following a long-term illness.,"It would appear that Christian and Leonora have it all. They are living the perfect life with their son, who's just been declared healthy after a serious long-term illness. Their future seems bright, but at a party at Christian's company, Leonora sees her husband with a younger woman, architect Xenia. Leonora realizes that Christian might leave her. On the spot, Leonora makes a decision she refuses to be the woman who got left behind – and will avoid this by any means necessary.","Dar Salim, Lars Ranthe and Sonja Richter","Dar Salim, Lars Ranthe, Sonja Richter",Dar Salim,Sonja Richter,Sus Wilkins,Christian,Leonora,Xenia, directed by Barbara Topsøe-Rothenborg.,,Barbara Topsøe-Rothenborg,,,#,990691,null,/mltvEVCTfPC9C3zi3AUUintR22q.jpg,poster-coming-soon.jpg,tt14592948-fanart.jpg,https://www.netflix.com/search?q=Loving Adults,1892
tt21341988,Ludik,2022,8/26/2022,"August 26, 2022",August 2022,August,,series,Returning Series,1,8/26/2022,,1.96,N/A,N/A,Not Rated,Crime,Crime,N/A,6,Afrikaans,South Africa,Not available,Not Available,No plot has been announced.,,,,Arnold Vosloo,Lea Vivier,Sean Cameron Michael,Daan Ludik,Louise Ludik,Arend Brown,.,"Ludik was produced by Netflix and was initially released on [datecalc date=""8/26/2022"" display=""mmmm d, yyyy""].",,,Netflix,#,206910,/mMKbPRtgrGGVg4WqJylD5ysoB5Z.jpg,/wAj7MiMv3wNrGnpRuceaYzhawj2.jpg,tt21341988-poster.jpg,tt21341988-fanart.jpg,https://www.netflix.com/search?q=Ludik,1893
tt6108178,Disobedience,2017,8/26/2022,"August 26, 2022",August 2022,August,,movie,Released,,4/27/2018,,32.68,6.6,"30,514",R,Drama,"Drama, Romance",114,,"English, Hebrew","Ireland, United Kingdom, United States",6000000,Not Available,"A woman returns to her Orthodox Jewish community that shunned her for her attraction to a female childhood friend. Once back, their passions reignite as they explore the boundaries of faith and sexuality.","A woman learns about the death of her Orthodox Jewish father, a rabbi. She returns home and has romantic feelings rekindled for her best childhood friend, who is now married to her cousin.","Rachel Weisz, Rachel McAdams and Alessandro Nivola","Rachel Weisz, Rachel McAdams, Alessandro Nivola",Rachel Weisz,Rachel McAdams,Alessandro Nivola,Ronit Krushka,Esti Kuperman,Dovid Kuperman, directed by Sebastián Lelio.,"Disobedience was produced by Element Pictures, Film4 Productions, Braven Films, and LC6 Productions, with a budget of [morph money=""6000000"" display=""usd abbr""] and was initially released on [datecalc date=""4/27/2018"" display=""mmmm d, yyyy""].",Sebastián Lelio,,"Element Pictures, Film4 Productions, Braven Films, LC6 Productions",http://www.disobedience.movie,419743,/skPT4ffWhlmmDOMNEdxOiP6Emfz.jpg,/uTT0yYYgD5S4cDpNOJxuvCITAeC.jpg,tt6108178-poster.jpg,tt6108178-fanart.jpg,https://www.netflix.com/search?q=Disobedience,1891
tt11860336,Mighty Express,2020,8/29/2022,"August 29, 2022",August 2022,August,Netflix Original,series,Returning Series,6,9/22/2020,,4.669,5.1,115,TV-Y,Animation,"Animation, Adventure, Comedy",N/A,46,English,"United States, Canada",Not available,Not Available,An ensemble cast of trains and kids in an expansive world with amazing adventures.,"Catch a ride with the Mighty Express — a team of trains and their kid friends who overcome trouble on the tracks with quick thinking and teamwork!,","Tyler James Nathan, Tyler Nathan and Michela Luci","Tyler James Nathan, Tyler Nathan, Michela Luci",,,,,,, created by Keith Chapman.,"Mighty Express was produced by Atomic Cartoons and was initially released on [datecalc date=""9/22/2020"" display=""mmmm d, yyyy""].",,Keith Chapman,Atomic Cartoons,https://www.netflix.com/title/81033141,110317,null,/f9MkS25FLS3Fty39HQVpWpfEYip.jpg,poster-coming-soon.jpg,tt11860336-fanart.jpg,https://www.netflix.com/title/81033141,1896
tt8300324,I Am a Killer,2018,8/30/2022,"August 30, 2022",August 2022,August,Netflix Original,series,Returning Series,3,8/3/2018,,4.492,7.4,"4,012",TV-MA,Documentary,"Documentary, Crime",52,21,English,United Kingdom,Not available,Not Available,"Follows Death Row inmates, who tell the story of how they ended up there.",Death row inmates convicted of capital murder give a firsthand account of their crimes in this documentary series.,"Swaylee Loughnane, Reece Putinas and David Galea","Swaylee Loughnane, Reece Putinas, David Galea",,,,,,," created by Franckie Williams, Romaine Chapman.","I Am a Killer was produced by Sky Vision Productions and was initially released on [datecalc date=""8/3/2018"" display=""mmmm d, yyyy""].",,"Franckie Williams, Romaine Chapman",Sky Vision Productions,https://www.netflix.com/title/80202283,81337,null,/x9rh1VOgqoP9fdgB0TJCWwPFgau.jpg,poster-coming-soon.jpg,tt8300324-fanart.jpg,https://www.netflix.com/title/80202283,1897
tt15083184,I Came By,2022,8/31/2022,"August 31, 2022",August 2022,August,,movie,Post Production,,8/31/2022,,4.411,N/A,N/A,Not Rated,Thriller,Thriller,N/A,,English,United Kingdom,Not available,Not Available,Follows a young graffiti artist who discovers a shocking secret that would put him and the ones closest to him in danger.,A rebellious young graffiti artist who targets the homes of the wealthy elite but discovers a shocking secret that leads him on a journey endangering himself and those closest to him.,"Kelly Macdonald, Hugh Bonneville and George MacKay","Kelly Macdonald, Hugh Bonneville, George MacKay",George MacKay,Kelly Macdonald,Hugh Bonneville,Toby,,, directed by Babak Anvari.,"I Came By was produced by XYZ Films, and Two and Two Pictures and was initially released on [datecalc date=""8/31/2022"" display=""mmmm d, yyyy""].",Babak Anvari,,"XYZ Films, Two and Two Pictures",#,852448,/kLecJzNbYnQbXGHwUUtwiWbadbA.jpg,null,tt15083184-poster.jpg,fanart-placeholder.jpg,https://www.netflix.com/search?q=I Came By,1899
tt12979628,Yargi,2021,8/31/2022,"August 31, 2022",August 2022,August,,series,Returning Series,1,9/19/2021,,12.482,8.5,"2,930",Not Rated,Drama,Drama,N/A,34,Turkish,Turkey,Not available,Not Available,"A lawyer and a prosecutor, whose paths cross with a murder case, will have to work together to find the murderer, and this will create an irreversible breaking point in their lives.","A lawyer and a prosecutor, whose paths cross with a murder case, will have to work together to find the murderer, and this will create an irreversible breaking point in their lives.","Kaan Urgancioglu, Pinar Deniz and Hüseyin Avni Danyal","Kaan Urgancioglu, Pinar Deniz, Hüseyin Avni Danyal",P?nar Deniz,Kaan Urganc?o?lu,Hüseyin Avni Danyal,Ceylin Erguvan,Ilgaz Kaya,Metin Kaya, created by Ali Bilgin.,"Yargi was produced by Ay Yap?m and was initially released on [datecalc date=""9/19/2021"" display=""mmmm d, yyyy""].",,Ali Bilgin,Ay Yap?m,https://www.kanald.com.tr/yargi,133490,/gUb3TjQim6m6dFKryqiyrj9DPpL.jpg,/wZHkhUX8szrPI1tyAw2F0jDZfSc.jpg,tt12979628-poster.jpg,tt12979628-fanart.jpg,https://www.netflix.com/search?q=Yargi,1900
tt15463032,Love in the Villa,2022,9/1/2022,"September 1, 2022",September 2022,September,Netflix Original,movie,In Production,,9/1/2022,,3.517,N/A,N/A,Not Rated,Comedy,"Comedy, Romance",114,,English,United States,Not available,Not Available,"A young woman takes a trip to romantic Verona, Italy, after a breakup, only to find that the villa she reserved was double-booked, and she'll have to share her vacation with a cynical British man.","A newly single woman learns the Italian villa she reserved is double-booked, and she'll have to share with a cynical stranger.",,"Tom Hopper, Kat Graham, Raymond Ablack",Kat Graham,Tom Hopper,Laura Hopper,Julie,Charlie,Cassie, directed by Mark Steven Johnson.,,Mark Steven Johnson,,,https://www.netflix.com/title/81275215,934756,/zkz5R5eh4TagnauTUXxPUoRtswP.jpg,null,tt15463032-poster.jpg,fanart-placeholder.jpg,https://www.netflix.com/title/81275215,1901
tt21342096,Jo Koy: Live from the Los Angeles Forum,2022,9/13/2022,"September 13, 2022",September 2022,September,,movie,,,9/13/2022,,,N/A,N/A,Not Rated,Comedy,Comedy,N/A,,English,United States,Not available,Not Available,It follows Jo as he gushes about his relationship with his teenage son along with sharing the struggles of living with sleep apnea and much more.,,,Jo Koy,,,,,,, directed by Shannon Hartman.,,Shannon Hartman,,,#,,,,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/search?q=Jo Koy: Live from the Los Angeles Forum,1902
tt13327038,Do Revenge,2022,9/16/2022,"September 16, 2022",September 2022,September,Netflix Original,movie,Post Production,,9/16/2022,Popular,23.958,N/A,N/A,Not Rated,Comedy,Comedy,118,,English,United States,Not available,Not Available,Drea and Eleanor agree to go after one another's bullies.,"After a clandestine meet-cute, ex-queen bee Drea and transfer student Eleanor team up to go after each other’s tormentors.",,"Maya Hawke, Sophie Turner, Paris Berelc",Camila Mendes,Maya Hawke,Austin Abrams,Drea,Eleanor,Max, directed by Jennifer Kaytin Robinson.,"Do Revenge was produced by Likely Story and was initially released on [datecalc date=""9/16/2022"" display=""mmmm d, yyyy""].",Jennifer Kaytin Robinson,,Likely Story,https://www.netflix.com/title/81127150/,762968,/iP9348pTEALjESPzMCaB3YFvGDR.jpg,/djNoBEjH9J6aCZSl0snB4fhOPxs.jpg,tt13327038-poster.jpg,tt13327038-fanart.jpg,https://www.netflix.com/title/81127150/,1903
tt15494038,Drifting Home,2022,9/16/2022,"September 16, 2022",September 2022,September,Netflix Original,movie,In Production,,9/16/2022,,2.881,N/A,N/A,Not Rated,Animation,"Animation, Adventure, Drama",N/A,,Japanese,Japan,Not available,Not Available,Follows two childhood friends who drift into a mysterious sea with an entire housing complex.,"Sixth-graders Kosuke and Natsume grew up in the same apartment building as childhood friends. During summer break, while playing in the apartment building that is set to be demolished, they find themselves caught in a strange phenomenon. All they can see around them is a vast sea. Will Kosuke and the others make it back to their world? A journey of farewells in summer has just begun.",,"Daiki Yamashita, Kana Hanazawa, Inori Minase",Mutsumi Tamura,Asami Seto,Ayumu Murase,Kosuke Kumagai (voice),Natsume Tonai (voice),Noppo (voice), directed by Hiroyasu Ishida.,"Drifting Home was produced by Studio Colorido, and Twin Engine and was initially released on [datecalc date=""9/16/2022"" display=""mmmm d, yyyy""].",Hiroyasu Ishida,,"Studio Colorido, Twin Engine",https://www.netflix.com/title/81328781,877957,/iNf1wC8cK6e8zgNyuMUqWFT7Din.jpg,/7id7oE3gqZuO0piWN20Ev7V90wl.jpg,tt15494038-poster.jpg,tt15494038-fanart.jpg,https://www.netflix.com/title/81328781,1904
tt21340378,Wanna Marchi,2022,9/21/2022,"September 21, 2022",September 2022,September,Netflix Original,series,Returning Series,1,9/21/2022,,0.6,N/A,N/A,Not Rated,Documentary,"Documentary, Crime",N/A,3,Italian,Italy,Not available,Not Available,"Follow controversial slimming cream sellers turned con artists Wanna Marchi and Stefania Nobile, from their TV success to their scam and jail time.","Follow controversial slimming cream sellers turned con artists Wanna Marchi and Stefania Nobile, from their TV success to their scam and jail time.",,Wanna Marchi,,,,,,,.,,,,,https://www.netflix.com/title/81417724,205657,null,/pxoA6E3LhIVN15NymEOjxBgx1WT.jpg,poster-coming-soon.jpg,tt21340378-fanart.jpg,https://www.netflix.com/title/81417724,1905
tt21107750,Designing Miami,2022,9/21/2022,"September 21, 2022",September 2022,September,Netflix Original,series,In Production,1,9/21/2022,,0.6,N/A,N/A,Not Rated,Reality-TV,Reality-TV,N/A,4,English,United States,Not available,Not Available,"It showcases two designers from Miami who are competitors and a married couple, Eilyn and Ray Jimenez. T.","Eilyn and Ray Jimenez, two designers from Miami are competitors, and a married couple.",,,,,,,,,.,"Designing Miami was produced by Spoke Studios and was initially released on [datecalc date=""9/21/2022"" display=""mmmm d, yyyy""].",,,Spoke Studios,https://www.netflix.com/title/81425251,206088,null,null,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/title/81425251,1906
tt1655389,Blonde,2022,9/23/2022,"September 23, 2022",September 2022,September,Netflix Original,movie,Post Production,,9/23/2022,Popular,32.574,N/A,N/A,NC-17,Biography,"Biography, Drama, Mystery",166,,English,United States,22000000,Not Available,A fictionalized chronicle of the inner life of Marilyn Monroe.,"From her volatile childhood as Norma Jeane, through her rise to stardom and romantic entanglements, this reimagined fictional portrait of Hollywood legend Marilyn Monroe blurs the lines of fact and fiction to explore the widening split between her public and private selves.","Ana de Armas, Bobby Cannavale and Julianne Nicholson","Ana de Armas, Bobby Cannavale, Julianne Nicholson",Ana de Armas,Adrien Brody,Bobby Cannavale,Norma Jeane / Marilyn Monroe,The Playwright,The Ex-Athlete, directed by Andrew Dominik.,"Blonde was produced by Plan B Entertainment, with a budget of [morph money=""22000000"" display=""usd abbr""] and was initially released on [datecalc date=""9/23/2022"" display=""mmmm d, yyyy""].",Andrew Dominik,,Plan B Entertainment,https://www.netflix.com/title/80174263,301502,/jOgbnL5FB30pprEjZaY1E1iPtPM.jpg,/o5Uy3zM1SNxzoMwy5H04GQAmfNF.jpg,poster-coming-soon.jpg,fanart-placeholder.jpg,https://www.netflix.com/search?q=Blonde,1907
tt5315210,Lou,2022,9/23/2022,"September 23, 2022",September 2022,September,,movie,Post Production,,9/23/2022,,0.806,N/A,N/A,Not Rated,Crime,"Crime, Drama, Mystery",N/A,,English,United States,Not available,Not Available,A tough elderly woman living on a remote island is recruited by a neighbor to help her find her kidnapped daughter.,A young woman and her landlord team up to track down the former’s child after the girl is kidnapped by the woman’s estranged husband.,,"Jurnee Smollett, Logan Marshall-Green, Allison Janney",Allison Janney,Jurnee Smollett,Logan Marshall-Green,Lou,,, directed by Anna Foerster.,"Lou was produced by Bad Robot and was initially released on [datecalc date=""9/23/2022"" display=""mmmm d, yyyy""].",Anna Foerster,,Bad Robot,#,429473,/6ltaHZ5nTBb1x9Feiitpo5MDFWk.jpg,null,tt5315210-poster.jpg,fanart-placeholder.jpg,https://www.netflix.com/search?q=Lou,1908
tt14134334,My Little Pony: Make Your Mark,2022,9/26/2022,"September 26, 2022",September 2022,September,Netflix Original,series,Returning Series,1,9/26/2022,Popular,318.93,6.3,123,TV-Y,Animation,"Animation, Adventure, Comedy",N/A,15,English,"United States, Ireland, Canada",Not available,Not Available,The series will center on the adventures of Sunny Starscout and her friends after the events depicted in the film.,The series will center on the adventures of Sunny Starscout and her friends after the events depicted in the film.,,"Joshua Graham, Maitreyi Ramakrishnan, Ana Sani",Aj Bridel,J.J. Gerber,Maitreyi Ramakrishnan,Pipp Petals,Hitch,Zipp Storm,.,"My Little Pony: Make Your Mark was produced by Entertainment One, Boulder Media, and Allspark Animation and was initially released on [datecalc date=""9/26/2022"" display=""mmmm d, yyyy""].",,,"Entertainment One, Boulder Media, Allspark Animation",https://www.netflix.com/title/81443471,158691,/AjnGSKuK2sN0qaW3eF7oSxOIEHd.jpg,/ggkYRGptz8eKTYnDefEjsX7fazd.jpg,tt14134334-poster.jpg,tt14134334-fanart.jpg,https://www.netflix.com/title/81443471,1909
